CM_Id,BankName,Type,CharterType,Headquarters,FailureDate,InsuranceFund,TransactionType,TotalDeposits,TotalAssets
CM-316,farmers savings bank,COMMERCIAL BANK,STATE,"ANKENY, IA",5/19/1938,FDIC,PAYOUT,163,186
CM-317,german state bank of beulah,COMMERCIAL BANK,STATE,"BEULAH, ND",5/31/1938,FDIC,PAYOUT,100,122
CM-318,leopolis state bank,COMMERCIAL BANK,STATE,"LEOPOLIS, WI",6/3/1938,FDIC,PAYOUT,143,205
CM-319,russell state bank & trust company,COMMERCIAL BANK,STATE,"RUSSELL, IA",6/17/1938,FDIC,PAYOUT,185,217
CM-320,central savings bank,COMMERCIAL BANK,STATE,"NEWPORT, KY",6/22/1938,FDIC,ACQUISITION,1361,
CM-321,the bank of ashe,COMMERCIAL BANK,STATE,"JEFFERSON, NC",6/24/1938,FDIC,ACQUISITION,312,
CM-322,commercial bank of maryland,COMMERCIAL BANK,STATE,"FREDERICK, MD",7/1/1938,FDIC,ACQUISITION,1410,
CM-323,bank of milburn,COMMERCIAL BANK,STATE,"MILBURN, KY",7/11/1938,FDIC,PAYOUT,62,79
CM-324,hudson state bank,COMMERCIAL BANK,STATE,"HUDSON, SD",7/12/1938,FDIC,PAYOUT,209,254
CM-325,bethel springs bank,COMMERCIAL BANK,STATE,"BETHEL SPRINGS, TN",7/22/1938,FDIC,ACQUISITION,39,
CM-326,takoma park bank,COMMERCIAL BANK,STATE,"TAKOMA PARK, MD",7/23/1938,FDIC,ACQUISITION,2048,
CM-327,hutchinson county bank,COMMERCIAL BANK,STATE,"PARKSTON, SD",7/27/1938,FDIC,PAYOUT,215,273
CM-328,winooski savings bank,SAVINGS BANK,STATE,"WINOOSKI, VT",7/28/1938,FDIC,PAYOUT,2479,4008
CM-329,state bank of rice lake,COMMERCIAL BANK,STATE,"RICE LAKE, WI",8/15/1938,FDIC,PAYOUT,841,946
CM-330,bank of highmore (drew bros.),COMMERCIAL BANK,STATE,"HIGHMORE, SD",8/16/1938,FDIC,PAYOUT,79,109
CM-331,the farmers & merchants bank,COMMERCIAL BANK,STATE,"MADISON, MO",8/18/1938,FDIC,PAYOUT,95,119
CM-332,home bank & trust company,COMMERCIAL BANK,STATE,"WINCHESTER, TN",8/19/1938,FDIC,PAYOUT,278,401
CM-333,hitchcock state bank,COMMERCIAL BANK,STATE,"HITCHCOCK, SD",8/24/1938,FDIC,PAYOUT,54,79
CM-334,jerauld county bank,COMMERCIAL BANK,STATE,"WESSINGTON SPRINGS, SD",8/31/1938,FDIC,PAYOUT,211,260
CM-335,first bank of flaxton,COMMERCIAL BANK,STATE,"FLAXTON, ND",8/31/1938,FDIC,PAYOUT,53,80
CM-336,first state bank,COMMERCIAL BANK,STATE,"HEWITT, MN",9/2/1938,FDIC,PAYOUT,112,135
CM-337,the saranac lake national bank,COMMERCIAL BANK,FEDERAL,"SARANAC LAKE, NY",9/24/1938,FDIC,ACQUISITION,491,
CM-338,stockmens state bank,COMMERCIAL BANK,STATE,"MEDORA, ND",9/24/1938,FDIC,PAYOUT,74,87
CM-339,first state bank,COMMERCIAL BANK,STATE,"WILMOT, SD",9/29/1938,FDIC,PAYOUT,112,165
CM-340,bank of lockport,COMMERCIAL BANK,STATE,"LOCKPORT, KY",10/11/1938,FDIC,PAYOUT,51,68
CM-341,bank of eton,COMMERCIAL BANK,STATE,"ETON, GA",10/12/1938,FDIC,ACQUISITION,29,
CM-342,kermit state bank,COMMERCIAL BANK,STATE,"KERMIT, WV",11/1/1938,FDIC,PAYOUT,67,120
CM-343,fayette bank,COMMERCIAL BANK,STATE,"FAYETTE, MO",11/3/1938,FDIC,PAYOUT,303,348
CM-344,bank of bellflower,COMMERCIAL BANK,STATE,"BELLFLOWER, MO",11/5/1938,FDIC,ACQUISITION,52,
CM-345,the bank of cuba,COMMERCIAL BANK,STATE,"CUBA, AL",11/26/1938,FDIC,PAYOUT,100,89
CM-346,farmers state bank of anamoose,COMMERCIAL BANK,STATE,"ANAMOOSE, ND",11/26/1938,FDIC,PAYOUT,39,62
CM-347,the first national bank of roosevelt,COMMERCIAL BANK,FEDERAL,"ROOSEVELT, NY",11/26/1938,FDIC,ACQUISITION,1001,
CM-348,the national city bank of lynn,COMMERCIAL BANK,FEDERAL,"LYNN, MA",12/3/1938,FDIC,ACQUISITION,2233,
CM-349,coleman state bank,COMMERCIAL BANK,STATE,"COLEMAN, WI",12/14/1938,FDIC,ACQUISITION,234,
CM-350,boiling springs state bank,COMMERCIAL BANK,STATE,"BOILING SPRINGS, PA",12/17/1938,FDIC,ACQUISITION,147,
CM-351,farmers state bank of london,COMMERCIAL BANK,STATE,"LONDON, KY",12/21/1938,FDIC,PAYOUT,287,355
CM-352,the harford bank,COMMERCIAL BANK,STATE,"BEL AIR, MD",12/31/1938,FDIC,PAYOUT,669,893
CM-353,farmers state bank,COMMERCIAL BANK,STATE,"CANTON, WI",12/31/1938,FDIC,PAYOUT,30,51
CM-354,oconto county state bank,COMMERCIAL BANK,STATE,"OCONTO FALLS, WI",1/4/1939,FDIC,PAYOUT,346,386
CM-355,the first national bank of preston,COMMERCIAL BANK,FEDERAL,"PRESTON, MN",1/5/1939,FDIC,PAYOUT,285,304
CM-356,first state bank,COMMERCIAL BANK,STATE,"ELGIN, TX",1/9/1939,FDIC,PAYOUT,287,347
CM-357,bank of hancock,COMMERCIAL BANK,STATE,"HANCOCK, WI",1/12/1939,FDIC,ACQUISITION,248,
CM-358,first state bank,COMMERCIAL BANK,STATE,"MARQUEZ, TX",1/16/1939,FDIC,PAYOUT,46,87
CM-359,bank of scranton,COMMERCIAL BANK,STATE,"SCRANTON, ND",1/16/1939,FDIC,PAYOUT,94,153
CM-360,"the hillsboro-queen anne bank, INC.",COMMERCIAL BANK,STATE,"HILLSBORO, MD",1/21/1939,FDIC,ACQUISITION,249,
CM-361,the farmers bank of newtown,COMMERCIAL BANK,STATE,"NEWTOWN, MO",2/2/1939,FDIC,PAYOUT,89,114
CM-362,farmers state bank in merkel,COMMERCIAL BANK,STATE,"MERKEL, TX",2/3/1939,FDIC,PAYOUT,131,183
CM-363,the coudersport trust company,COMMERCIAL BANK,STATE,"COUDERSPORT, PA",2/4/1939,FDIC,PAYOUT,706,952
CM-364,the american national bank of camden,COMMERCIAL BANK,FEDERAL,"CAMDEN, NJ",2/4/1939,FDIC,ACQUISITION,820,
CM-365,the new jersey title guarantee & trust co.,COMMERCIAL BANK,STATE,"JERSEY CITY, NJ",2/11/1939,FDIC,PAYOUT,21667,30745
CM-366,north camden trust company,COMMERCIAL BANK,STATE,"CAMDEN, NJ",2/11/1939,FDIC,ACQUISITION,820,
CM-367,groveton national bank,COMMERCIAL BANK,FEDERAL,"GROVETON, NH",2/14/1939,FDIC,ACQUISITION,297,
CM-368,the st. joseph loan & trust company,COMMERCIAL BANK,STATE,"SOUTH BEND, IN",2/16/1939,FDIC,ACQUISITION,3202,
CM-369,st. joseph county savings bank,SAVINGS BANK,STATE,"SOUTH BEND, IN",2/16/1939,FDIC,ACQUISITION,1584,
CM-370,the first nat'l bank & tr co. of blackwood,COMMERCIAL BANK,FEDERAL,"BLACKWOOD, NJ",2/18/1939,FDIC,ACQUISITION,708,
CM-371,peoples state bank,COMMERCIAL BANK,STATE,"FRANKFORT, KY",2/21/1939,FDIC,ACQUISITION,1932,
CM-372,the first national bank in brooksville,COMMERCIAL BANK,FEDERAL,"BROOKSVILLE, FL",2/25/1939,FDIC,ACQUISITION,274,
CM-373,the bank of rocky hill,COMMERCIAL BANK,STATE,"ROCKY HILL, KY",3/4/1939,FDIC,PAYOUT,154,163
CM-374,the point pleasant national bank,COMMERCIAL BANK,FEDERAL,"POINT PLEASANT, WV",3/7/1939,FDIC,PAYOUT,410,461
CM-375,state bank of forestville,COMMERCIAL BANK,STATE,"FORESTVILLE, WI",3/8/1939,FDIC,PAYOUT,281,342
CM-376,rahway trust company,COMMERCIAL BANK,STATE,"RAHWAY, NJ",3/11/1939,FDIC,ACQUISITION,1187,
CM-377,state bank of bremen,COMMERCIAL BANK,STATE,"BREMEN, ND",3/18/1939,FDIC,PAYOUT,28,61
CM-378,the fulton state bank,COMMERCIAL BANK,STATE,"FULTON, IN",3/18/1939,FDIC,PAYOUT,137,168
CM-379,eden state bank,COMMERCIAL BANK,STATE,"EDEN, WI",3/18/1939,FDIC,ACQUISITION,179,
CM-380,merchants & farmers bank,COMMERCIAL BANK,STATE,"ATKINS, AR",3/23/1939,FDIC,PAYOUT,192,223
CM-381,bank of amorita,COMMERCIAL BANK,STATE,"AMORITA, OK",4/6/1939,FDIC,PAYOUT,117,132
CM-382,the first national bank of plainfield,COMMERCIAL BANK,FEDERAL,"PLAINFIELD, NJ",4/8/1939,FDIC,ACQUISITION,4080,
CM-383,bank of brussels,COMMERCIAL BANK,STATE,"BRUSSELS, IL",4/14/1939,FDIC,ACQUISITION,148,
CM-384,west bergen trust company,COMMERCIAL BANK,STATE,"JERSEY CITY, NJ",4/20/1939,FDIC,ACQUISITION,2686,
CM-385,the trust company of new jersey,COMMERCIAL BANK,STATE,"JERSEY CITY, NJ",4/20/1939,FDIC,ACQUISITION,48822,
CM-386,ripley savings bank & trust company,COMMERCIAL BANK,STATE,"RIPLEY, TN",4/28/1939,FDIC,PAYOUT,739,794
CM-387,hudson trust company,COMMERCIAL BANK,STATE,"UNION CITY, NJ",4/29/1939,FDIC,ACQUISITION,24484,
CM-388,bank of eden,COMMERCIAL BANK,STATE,"EDEN, NY",4/29/1939,FDIC,ACQUISITION,734,
CM-389,columbia trust company of new jersey,COMMERCIAL BANK,STATE,"HOBOKEN, NJ",4/29/1939,FDIC,ACQUISITION,1484,
CM-390,tatum state bank,COMMERCIAL BANK,STATE,"TATUM, TX",5/2/1939,FDIC,PAYOUT,17,47
CM-391,the parksley national bank,COMMERCIAL BANK,FEDERAL,"PARKSLEY, VA",5/18/1939,FDIC,PAYOUT,182,279
CM-392,bank of hartland,COMMERCIAL BANK,STATE,"HARTLAND, WI",5/29/1939,FDIC,PAYOUT,370,455
CM-393,gloucester city trust company,COMMERCIAL BANK,STATE,"GLOUCESTER CITY, NJ",6/3/1939,FDIC,ACQUISITION,1160,
CM-394,commonwealth trust company,COMMERCIAL BANK,STATE,"UNION CITY, NJ",6/3/1939,FDIC,ACQUISITION,5763,
CM-395,merchants trust company,COMMERCIAL BANK,STATE,"UNION CITY, NJ",6/3/1939,FDIC,ACQUISITION,5593,
CM-396,glendive state bank,COMMERCIAL BANK,STATE,"GLENDIVE, MT",6/15/1939,FDIC,PAYOUT,119,162
CM-397,the hamilton trust company of paterson,COMMERCIAL BANK,STATE,"PATERSON, NJ",6/17/1939,FDIC,PAYOUT,2860,3734
CM-398,the plantsville national bank,COMMERCIAL BANK,STATE,"PLANTSVILLE, CT",6/24/1939,FDIC,PAYOUT,464,380
CM-399,pleasantville trust company,COMMERCIAL BANK,STATE,"PLEASANTVILLE, NJ",6/30/1939,FDIC,PAYOUT,936,1116
CM-400,kearny national bank,COMMERCIAL BANK,FEDERAL,"KEARNY, NJ",6/30/1939,FDIC,ACQUISITION,3092,
CM-401,west hudson county trust company,COMMERCIAL BANK,STATE,"HARRISON, NJ",6/30/1939,FDIC,ACQUISITION,5773,
CM-402,first state bank of o'fallon,COMMERCIAL BANK,STATE,"O'FALLON, IL",8/28/1939,FDIC,PAYOUT,102,50
CM-403,rardin state bank,COMMERCIAL BANK,STATE,"RARDIN, IL",8/30/1939,FDIC,ACQUISITION,3092,
CM-404,providence citizens bank,COMMERCIAL BANK,STATE,"PROVIDENCE, KY",9/1/1939,FDIC,PAYOUT,251,306
CM-405,the farmers state bank,COMMERCIAL BANK,STATE,"CATO, WI",9/15/1939,FDIC,PAYOUT,82,97
CM-406,security state bank,COMMERCIAL BANK,STATE,"LAWRENCE, NE",10/3/1939,FDIC,PAYOUT,96,121
CM-407,the egg harbor commercial bank,COMMERCIAL BANK,STATE,"EGG HARBOR CITY, NJ",10/7/1939,FDIC,ACQUISITION,865,
CM-408,the farmers state bank,COMMERCIAL BANK,STATE,"CUBA, KS",11/25/1939,FDIC,ACQUISITION,94,
CM-409,commercial bank of liberty,COMMERCIAL BANK,STATE,"LIBERTY, KY",11/25/1939,FDIC,PAYOUT,502,548
CM-410,the yonkers national bank & trust co.,COMMERCIAL BANK,FEDERAL,"YONKERS, NY",12/4/1939,FDIC,ACQUISITION,8849,
CM-411,the state bank of liebenthal,COMMERCIAL BANK,STATE,"LIEBENTHAL, KS",12/6/1939,FDIC,PAYOUT,58,60
CM-412,maynardville state bank,COMMERCIAL BANK,STATE,"MAYNARDVILLE, TN",12/11/1939,FDIC,PAYOUT,186,218
CM-413,the tuckerton bank,COMMERCIAL BANK,STATE,"TUCKERTON, NJ",12/27/1939,FDIC,PAYOUT,624,735
CM-414,guaranty bond state bank,COMMERCIAL BANK,STATE,"NORTH ZULCH, TX",1/4/1940,FDIC,PAYOUT,119,169
CM-415,the citizens state bank of niangua,COMMERCIAL BANK,STATE,"NIANGUA, MO",1/12/1940,FDIC,PAYOUT,119,143
CM-416,integrity trust company,COMMERCIAL BANK,STATE,"PHILADELPHIA, PA",1/13/1940,FDIC,ACQUISITION,29362,
CM-417,bankers trust company,COMMERCIAL BANK,STATE,"ATLANTIC CITY, NJ",2/1/1940,FDIC,PAYOUT,986,2131
CM-418,woodcliff trust company,COMMERCIAL BANK,STATE,"NORTH BERGEN, NJ",2/3/1940,FDIC,ACQUISITION,1492,
CM-419,the national bank of westfield,COMMERCIAL BANK,FEDERAL,"WESTFIELD, NY",2/24/1940,FDIC,ACQUISITION,1611,
CM-420,bank of brocton,COMMERCIAL BANK,STATE,"BROCTON, NY",2/24/1940,FDIC,ACQUISITION,444,
CM-421,hartford savings bank and trust company,COMMERCIAL BANK,STATE,"WHITE RIVER JUNCTION, VT",3/9/1940,FDIC,ACQUISITION,352,
CM-422,eugene state bank,COMMERCIAL BANK,STATE,"EUGENE, MO",3/13/1940,FDIC,PAYOUT,106,128
CM-423,the swedesboro national bank,COMMERCIAL BANK,FEDERAL,"SWEDESBORO, NJ",3/16/1940,FDIC,ACQUISITION,680,
CM-424,farmers bank,COMMERCIAL BANK,STATE,"DRY RIDGE, KY",3/23/1940,FDIC,PAYOUT,286,363
CM-425,the first national bank of wenatchee,COMMERCIAL BANK,FEDERAL,"WENATCHEE, WA",3/26/1940,FDIC,ACQUISITION,1548,
CM-426,blairsville savings and trust company,COMMERCIAL BANK,STATE,"BLAIRSVILLE, PA",4/4/1940,FDIC,PAYOUT,1390,1821
CM-427,first trust & deposit company,COMMERCIAL BANK,STATE,"SYRACUSE, NY",4/6/1940,FDIC,ACQUISITION,48256,
CM-428,baldwinsville state bank,COMMERCIAL BANK,STATE,"BALDWINSVILLE, NY",4/6/1940,FDIC,ACQUISITION,807,
CM-429,bank of reeder,COMMERCIAL BANK,STATE,"REEDER, ND",4/17/1940,FDIC,ACQUISITION,125,
CM-430,first state bank,COMMERCIAL BANK,STATE,"WISHEK, ND",4/18/1940,FDIC,PAYOUT,113,136
CM-431,ashley state bank,COMMERCIAL BANK,STATE,"ASHLEY, ND",4/18/1940,FDIC,PAYOUT,172,247
CM-432,bank of moreland,COMMERCIAL BANK,STATE,"MORELAND, KY",4/19/1940,FDIC,PAYOUT,124,142
CM-433,the rye national bank,COMMERCIAL BANK,FEDERAL,"RYE, NY",4/20/1940,FDIC,ACQUISITION,3358,
CM-434,the first national bank of harrison,COMMERCIAL BANK,FEDERAL,"HARRISON, NY",4/20/1940,FDIC,ACQUISITION,1924,
CM-435,the first national bank of bally,COMMERCIAL BANK,FEDERAL,"BALLY, PA",4/27/1940,FDIC,ACQUISITION,619,
CM-436,mackey state bank,COMMERCIAL BANK,STATE,"MACKEY, IN",5/9/1940,FDIC,PAYOUT,25,40
CM-437,the southampton bank,COMMERCIAL BANK,STATE,"SOUTHAMPTON, NY",6/8/1940,FDIC,ACQUISITION,1274,
CM-438,first state bank of stonewall,COMMERCIAL BANK,STATE,"STONEWALL, OK",6/13/1940,FDIC,PAYOUT,147,143
CM-439,the lucerne state bank,COMMERCIAL BANK,STATE,"LUCERNE, IN",6/22/1940,FDIC,PAYOUT,166,195
CM-440,the westfield trust company,COMMERCIAL BANK,STATE,"WESTFIELD, NJ",6/22/1940,FDIC,ACQUISITION,4668,
CM-441,first state bank of scotch plains,COMMERCIAL BANK,STATE,"SCOTCH PLAINS, NJ",6/22/1940,FDIC,ACQUISITION,612,
CM-442,waushara county bank,COMMERCIAL BANK,STATE,"PLAINFIELD, WI",6/25/1940,FDIC,ACQUISITION,267,
CM-443,kane trust and savings bank,COMMERCIAL BANK,STATE,"KANE, PA",7/2/1940,FDIC,PAYOUT,717,915
CM-444,chaseburg state bank,COMMERCIAL BANK,STATE,"CHASEBURG, WI",7/13/1940,FDIC,ACQUISITION,341,
CM-445,the claxton state bank,COMMERCIAL BANK,STATE,"CLAXTON, GA",7/20/1940,FDIC,PAYOUT,162,223
CM-446,mount pleasant bank & trust co.,COMMERCIAL BANK,STATE,"PLEASANTVILLE, NY",7/20/1940,FDIC,ACQUISITION,2137,
CM-447,bank of williamsville,COMMERCIAL BANK,STATE,"WILLIAMSVILLE, NY",7/27/1940,FDIC,ACQUISITION,1775,
CM-448,badger state bank,COMMERCIAL BANK,STATE,"BADGER, SD",8/3/1940,FDIC,PAYOUT,53,74
CM-449,mt. union state bank,COMMERCIAL BANK,STATE,"MT. UNION, IA",8/24/1940,FDIC,ACQUISITION,179,
CM-450,first citizens bank & trust co. of utica,COMMERCIAL BANK,STATE,"UTICA, NY",9/14/1940,FDIC,ACQUISITION,34277,
CM-451,the bank of leslie,COMMERCIAL BANK,STATE,"LESLIE, GA",9/18/1940,FDIC,PAYOUT,113,141
CM-452,savings bank of nanticoke,COMMERCIAL BANK,STATE,"NANTICOKE, MD",10/4/1940,FDIC,PAYOUT,159,190
CM-453,bank of eagle,COMMERCIAL BANK,STATE,"EAGLE, WI",10/25/1940,FDIC,PAYOUT,387,457
CM-454,the first national bank of burlingame,COMMERCIAL BANK,FEDERAL,"BURLINGAME, KS",11/19/1940,FDIC,PAYOUT,256,301
CM-455,the state exchange bank,COMMERCIAL BANK,STATE,"HOLLEY, NY",11/23/1940,FDIC,ACQUISITION,986,
CM-456,the american nat bk of santa monica,COMMERCIAL BANK,FEDERAL,"SANTA MONICA, CA",12/4/1940,FDIC,ACQUISITION,1078,
CM-457,bank of jamestown,COMMERCIAL BANK,STATE,"JAMESTOWN, MO",1/11/1941,FDIC,PAYOUT,156,186
CM-458,the first national bank of anadarko,COMMERCIAL BANK,FEDERAL,"ANADARKO, OK",1/17/1941,FDIC,PAYOUT,725,822
CM-459,first state bank & trust co. of indianola,COMMERCIAL BANK,STATE,"INDIANOLA, IL",1/29/1941,FDIC,PAYOUT,165,195
CM-460,bank of baldwyn,COMMERCIAL BANK,STATE,"BALDWYN, MS",3/8/1941,FDIC,PAYOUT,179,233
CM-461,the keswick national bank of glenside,COMMERCIAL BANK,FEDERAL,"GLENSIDE, PA",4/12/1941,FDIC,PAYOUT,1200,1307
CM-462,mutual trust co. of westchester county,COMMERCIAL BANK,STATE,"PORT CHESTER, NY",4/26/1941,FDIC,ACQUISITION,2495,
CM-463,the first nat bk & tr co. of port chester,COMMERCIAL BANK,FEDERAL,"PORT CHESTER, NY",4/26/1941,FDIC,ACQUISITION,5157,
CM-464,the exchange state bank,COMMERCIAL BANK,STATE,"PARSONS, KS",6/23/1941,FDIC,ACQUISITION,455,
CM-465,"bank of au sable forks, N.Y.",COMMERCIAL BANK,STATE,"AU SABLE FORKS, NY",9/29/1941,FDIC,ACQUISITION,800,
CM-466,the first national bank of forestville,COMMERCIAL BANK,FEDERAL,"FORESTVILLE, NY",11/1/1941,FDIC,PAYOUT,303,328
CM-467,the first national bank of dodgeville,COMMERCIAL BANK,FEDERAL,"DODGEVILLE, WI",11/29/1941,FDIC,PAYOUT,907,941
CM-468,banco di napoli trust co. of new york,COMMERCIAL BANK,STATE,"NEW YORK, NY",12/11/1941,FDIC,PAYOUT,10991,13799
CM-469,the st. charles state bank,COMMERCIAL BANK,STATE,"ST. CHARLES, MI",12/13/1941,FDIC,ACQUISITION,412,
CM-470,the franklin trust co.,COMMERCIAL BANK,STATE,"FRANKLIN, PA",12/22/1941,FDIC,ACQUISITION,3196,
CM-471,the lamberton national bank of franklin,COMMERCIAL BANK,FEDERAL,"FRANKLIN, PA",12/22/1941,FDIC,ACQUISITION,2476,
CM-472,providence bank,COMMERCIAL BANK,STATE,"SCRANTON, PA",1/17/1942,FDIC,ACQUISITION,754,
CM-473,palisade state bank,COMMERCIAL BANK,STATE,"PALISADE, MN",1/21/1942,FDIC,PAYOUT,88,91
CM-474,the louisa national bank,COMMERCIAL BANK,FEDERAL,"LOUISA, KY",1/31/1942,FDIC,ACQUISITION,477,
CM-475,bank of draper,COMMERCIAL BANK,STATE,"DRAPER, NC",2/6/1942,FDIC,PAYOUT,83,129
CM-476,the haddonfield national bank,COMMERCIAL BANK,FEDERAL,"HADDONFIELD, NJ",2/28/1942,FDIC,ACQUISITION,2662,
CM-477,the citizens national bank of freeport,COMMERCIAL BANK,FEDERAL,"FREEPORT, NY",3/7/1942,FDIC,ACQUISITION,1279,
CM-478,the first national bank of weatherly,COMMERCIAL BANK,FEDERAL,"WEATHERLY, PA",3/14/1942,FDIC,ACQUISITION,521,
CM-479,floral park bank  and trust company,COMMERCIAL BANK,STATE,"FLORAL PARK, NY",3/28/1942,FDIC,ACQUISITION,1999,
CM-480,bank of malone,COMMERCIAL BANK,STATE,"MALONE, FL",3/31/1942,FDIC,PAYOUT,140,149
CM-481,the emmaus national bank,COMMERCIAL BANK,FEDERAL,"EMMAUS, PA",4/25/1942,FDIC,ACQUISITION,1399,
CM-482,the first nat bk & tr co. of dallastown,COMMERCIAL BANK,FEDERAL,"DALLASTOWN, PA",6/20/1942,FDIC,ACQUISITION,1351,
CM-483,farmer's and merchant's bank,COMMERCIAL BANK,STATE,"COCHRANE, WI",7/6/1942,FDIC,PAYOUT,325,395
CM-484,the first national bank of lehighton,COMMERCIAL BANK,FEDERAL,"LEHIGHTON, PA",8/1/1942,FDIC,ACQUISITION,1834,
CM-485,citizens nat bk & tr co. of lehighton,COMMERCIAL BANK,FEDERAL,"LEHIGHTON, PA",8/1/1942,FDIC,ACQUISITION,1104,
CM-486,the harney county national bank of burns,COMMERCIAL BANK,FEDERAL,"BURNS, OR",8/29/1942,FDIC,ACQUISITION,1114,
CM-487,merchants banking trust company,COMMERCIAL BANK,STATE,"MAHANOY, PA",9/12/1942,FDIC,ACQUISITION,859,
CM-488,farmers bank,COMMERCIAL BANK,STATE,"LONE ROCK, WI",10/2/1942,FDIC,PAYOUT,537,580
CM-489,the farmers national bank of selinsgrove,COMMERCIAL BANK,FEDERAL,"SELINSGROVE, PA",10/17/1942,FDIC,ACQUISITION,719,
CM-490,the citizens bank of liberty,COMMERCIAL BANK,STATE,"LIBERTY, MO",11/18/1942,FDIC,PAYOUT,206,258
CM-491,guarantee tr & safe dep. co.-mt.carmel,COMMERCIAL BANK,STATE,"MT. CARMEL, PA",11/28/1942,FDIC,ACQUISITION,1123,
CM-492,the poultney national bank,COMMERCIAL BANK,FEDERAL,"POULTNEY, VT",3/17/1943,FDIC,PAYOUT,862,919
CM-493,bank of black mountain,COMMERCIAL BANK,STATE,"BLACK MOUTAIN, NC",3/18/1943,FDIC,PAYOUT,767,855
CM-494,farmers state bank of cullom,COMMERCIAL BANK,STATE,"CULLOM, IL",4/2/1943,FDIC,PAYOUT,474,439
CM-495,the jefferson county nat bk -watertown,COMMERCIAL BANK,FEDERAL,"WATERTOWN, NY",9/25/1943,FDIC,ACQUISITION,5898,6677
CM-496,first national bk & tr co. of easton,COMMERCIAL BANK,FEDERAL,"EASTON, PA",12/10/1943,FDIC,PAYOUT,4171,5169
CM-497,the brownville state bank,COMMERCIAL BANK,STATE,"BROWNSVILLE, IN",5/12/1944,FDIC,PAYOUT,405,447
CM-498,the first national bank of susquehanna,COMMERCIAL BANK,FEDERAL,"SUSQUEHANNA, PA",5/27/1944,FDIC,ACQUISITION,1459,1651
CM-499,the farmers & merchants state bank,COMMERCIAL BANK,STATE,"FREDERICKSBURG, VA",1/13/1945,FDIC,ACQUISITION,5695,6392
CM-500,"augusta county bank, INC.",COMMERCIAL BANK,STATE,"CHURCHVILLE, VA",9/14/1946,FDIC,ACQUISITION,316,
CM-501,the first national bank of evanston,COMMERCIAL BANK,FEDERAL,"EVANSTON, WY",1/11/1947,FDIC,ACQUISITION,1991,1803
CM-502,the first national bank of lemont,COMMERCIAL BANK,FEDERAL,"LEMONT, IL",1/25/1947,FDIC,ACQUISITION,1749,1666
CM-503,the central city national bank,COMMERCIAL BANK,FEDERAL,"CENTRAL CITY, PA",7/12/1947,FDIC,ACQUISITION,1709,1693
CM-504,peoples bank of donalds,COMMERCIAL BANK,STATE,"DONALDS, SC",11/29/1947,FDIC,ACQUISITION,713,762
CM-505,lyons state bank,COMMERCIAL BANK,STATE,"LYONS, WI",12/6/1947,FDIC,ACQUISITION,804,874
CM-506,columbus trust company,COMMERCIAL BANK,STATE,"NEWARK, NJ",7/24/1948,FDIC,ACQUISITION,7921,7892
CM-507,the american national bank of pryor creek,COMMERCIAL BANK,FEDERAL,"PRYOR, OK",11/20/1948,FDIC,ACQUISITION,1925,1774
CM-508,the first state bank,COMMERCIAL BANK,STATE,"FRANKLIN, TX",12/18/1948,FDIC,ACQUISITION,609,694
CM-509,the first national bank of dyer,COMMERCIAL BANK,FEDERAL,"DYER, IN",2/19/1949,FDIC,ACQUISITION,3090,3157
CM-510,stockmens bank of martinsdale,COMMERCIAL BANK,STATE,"MARTINSDALE, MT",4/30/1949,FDIC,ACQUISITION,709,634
CM-511,the citizens banking company,COMMERCIAL BANK,STATE,"WESTON, OH",6/11/1949,FDIC,ACQUISITION,742,740
CM-512,farmers & merchants state bank,COMMERCIAL BANK,STATE,"SPENCERVILLE, IN",10/8/1949,FDIC,ACQUISITION,437,354
CM-513,the westphalia state bank,COMMERCIAL BANK,STATE,"WESTPHALIA, MI",4/3/1950,FDIC,ACQUISITION,1126,744
CM-514,the bank of aurora,COMMERCIAL BANK,STATE,"AURORA, NC",7/24/1950,FDIC,ACQUISITION,991,1291
CM-515,the farmers first national bank of minooka,COMMERCIAL BANK,FEDERAL,"MINOOKA, IL",8/14/1950,FDIC,ACQUISITION,1403,1332
CM-516,first national bank in cecil,COMMERCIAL BANK,FEDERAL,"CECIL, PA",10/9/1950,FDIC,ACQUISITION,2245,638
CM-517,brazeau bank,COMMERCIAL BANK,STATE,"BRAZEAU, MO",1/22/1951,FDIC,ACQUISITION,148,144
CM-518,the parnassus national bank,COMMERCIAL BANK,FEDERAL,"NEW KENSINGTON, PA",8/25/1951,FDIC,ACQUISITION,3260,2906
CM-519,thomasville bank and trust co.,COMMERCIAL BANK,STATE,"THOMASVILLE, AL",1/21/1952,FDIC,ACQUISITION,1757,1031
CM-520,camden state bank,COMMERCIAL BANK,STATE,"CAMDEN, IL",5/5/1952,FDIC,ACQUISITION,817,838
CM-521,bank of dierks,COMMERCIAL BANK,STATE,"DIERKS, AR",9/2/1952,FDIC,ACQUISITION,583,520
CM-522,mayfield state bank,COMMERCIAL BANK,STATE,"MAYFIELD, PA",2/13/1953,FDIC,ACQUISITION,1305,1355
CM-523,first state bank of elmwood park,COMMERCIAL BANK,STATE,"ELMWOOD PARK, IL",5/26/1953,FDIC,ACQUISITION,16957,17456
CM-524,bank of ila,COMMERCIAL BANK,STATE,"ILA, GA",8/9/1954,FDIC,ACQUISITION,60,98
