FB_Id,CERT,ReportingDate,BankName,CITY,COUNTY,STATE,TotalOffices,TotalEmployees,TotalAssets,NetLoansLeases,NoncurrentLloansLeases,BankPremisesFixedAssets,GoodwillOtherIntangibles,TotalLiabilities,TotalDeposits,InterestBearingDeposits,BankEquityCapital,UndividedProfits,NumberCommercialBanks,NetInterestMargin,PrimeLoanRate,FederalFundsRate,GDPPerCapita,GDPGrowthPerCapitaQuarterToQuarter,GDPInBillions,GDPGrowthQuarterToQuarter,ClosingDate, Failure,
120,16500,13/02/09,corn belt bank & trust co.,Pittsfield,Pike,IL,4,61,235154,173015,32273,2345,0,230278,225735,205574,4876,-6478,6938,3.32,3.25,0.18,46930,-0.028967515,14355.558,-0.001353737,13/02/09,1,
121,57625,29/04/11,cortez community bank,Brooksville,Hernando,FL,1,237,147961,55278,8647,622,237,112380,110186,56358,35581,-19494,6785,3.47,3.25,0.15,48303,0.029256339,14541.901,0.009680557,29/04/11,1,
122,13693,11/9/2009,"corus bank, N.A.",Chicago,Cook,IL,1,79,1009154,833118,127033,1907,0,1045814,1037716,1006993,-36660,-135825,6208,3.45,3.25,0.1,51388,0.033568656,15291.035,0.006634517, 11/09/09,1,
123,35395,14/10/11,country bank,Aledo,Mercer,IL,1,14,118601,75844,4950,8641,152,117859,115478,110920,742,-11483,6855,3.37,3.25,0.16,46930,-0.028967515,14402.477,0.003268351,14/10/11,1,
124,22574,6/2/2009,county bank,Merced,Merced,CA,13,173,1595657,1222244,427466,21528,5494,1595683,1546525,1496396,-26,-124551,6855,3.37,3.25,0.16,48303,0.029256339,14402.477,0.003268351,6/2/2009,1,
125,58068,23/03/12,covenant bank & trust,Rock Spring,Walker,GA,3,16,62518,46609,5956,3486,0,60968,60349,55870,1550,-6130,6297,3.55,3.25,0.07,51388,0.033568656,15021.149,0.002107734,23/03/12,1,
126,58226,2/9/2011,creekside bank,Woodstock,Cherokee,GA,2,19,96535,62547,7381,1398,0,94253,93967,92140,2282,-12474,6623,3.77,3.25,0.2,48303,0.029256339,14745.933,0.009660356,2/9/2011,1,
127,27559,23/07/10,crescent bank and trust company,Jasper,Pickens,GA,7,23,82774,68970,24427,558,0,84999,83254,78907,-2225,-21822,6785,3.47,3.25,0.12,48303,0.029256339,14541.901,0.009680557,23/07/10,1,
128,14580,12/11/2010,darby bank & trust co.,Vidalia,Toombs,GA,3,42,206672,96664,24192,1719,0,204921,204238,176311,1751,-8449,6110,3.39,3.25,0.13,52726,0.026037207,15380.802,0.001196882,12/11/2010,1,
129,34392,21/10/11,decatur first bank,Decatur,Dekalb,GA,2,15,55027,42353,2092,914,0,54163,48131,42356,864,-4696,6855,3.37,3.25,0.16,46930,-0.028967515,14402.477,0.003268351,21/10/11,1,
130,57060,26/03/10,desert hills bank,Phoenix,Maricopa,AZ,1,20,75316,57383,12518,352,239,72598,70078,65470,2718,-12196,6855,3.37,3.25,0.16,46930,-0.028967515,14402.477,0.003268351,26/03/10,1,
131,24660,25/01/08,douglass national bank,Kansas City,Jackson,MO,171,1716,13464352,9337870,599543,214879,9760,13845780,11984112,11535909,-690038,-1910921,6785,3.47,3.25,0.15,48303,0.029256339,14541.901,0.009680557,25/01/08,1,
132,30968,21/11/08,downey savings & loan,Newport Beach,Orange,CA,38,914,3411145,3051925,483322,13979,37369,3193080,3038053,2717298,218065,-136330,7080,3.31,5,2,46930,-0.028967515,14891.643,-0.004792641,21/11/08,1,
133,31559,14/08/09,dwelling house savings and loan association,Pittsburgh,Allegheny,PA,5,59,250488,190649,23398,10000,0,242534,227935,213365,7954,-2862,6570,3.73,3.25,0.19,49719,0.029314949,14845.458,0.006749319,14/08/09,1,
134,35561,10/12/2010,earthstar bank,Southampton,Bucks,PA,3,29,143678,67038,14874,693,0,142535,116813,105065,1143,-10812,6164,3.41,3.25,0.13,51388,0.033568656,15362.415,0.004668095,10/12/2010,1,
135,34682,21/08/09,ebank,Atlanta,Cobb,GA,2,21,153639,107067,10049,3146,0,151649,149616,140789,1990,-5410,6785,3.47,3.25,0.12,48303,0.029256339,14541.901,0.009680557,21/08/09,1,
136,9262,2/7/2009,elizabeth state bank,Elizabeth,Jo Daviess,IL,4,28,78771,49254,6689,1713,2,79687,78876,62974,-916,-66164,6110,3.39,3.25,0.13,52726,0.026037207,15380.802,0.001196882,2/7/2009,1,
137,19758,21/01/11,enterprise banking company,McDonough,Henry,GA,3,35,354090,271108,81822,6782,0,348804,344231,339897,5286,-31626,7022,3.15,4,0.39,46930,-0.028967515,14576.985,-0.021129838,21/01/11,1,
138,20501,22/01/10,evergreen bank,Seattle,King,WA,2,22,217743,129664,22024,633,0,213408,212612,174889,4335,-19297,6570,3.73,3.25,0.18,49719,0.029314949,14845.458,0.006749319,22/01/10,1,
139,5328,28/01/11,evergreen state bank,Stoughton,Dane,WI,2,27,129429,87555,14379,2912,0,124052,123950,117021,5377,-5007,6359,3.54,3.25,0.09,49719,0.029314949,14989.555,0.007274498,28/01/11,1,
140,19189,19/10/12,excel bank,Sedalia,Pettis,MO,4,71,210859,158294,21824,4419,0,207715,205285,138743,3143,-20720,6402,3.56,3.25,0.16,49719,0.029314949,14881.301,-0.003862373,19/10/12,1,
141,9257,8/6/2012,farmers' and traders' state bank,Shabbona,De Kalb,IL,5,30,285015,189434,24629,219,0,270041,259056,247949,14974,-8187,6938,3.32,3.25,0.15,46930,-0.028967515,14355.558,-0.001353737,8/6/2012,1,
142,33883,30/03/12,fidelity bank,Dearborn,Wayne,MI,1,30,190678,148547,53204,328,0,189546,188644,182870,1132,-31485,6570,3.73,3.25,0.18,49719,0.029314949,14845.458,0.006749319,30/03/12,1,
143,32582,22/10/10,"first arizona savings, A FSB",Scottsdale,Maricopa,AZ,11,111,390524,302437,52325,14625,0,391697,389868,330405,-1173,-36889,6402,3.56,3.25,0.16,49719,0.029314949,14881.301,-0.003862373, 22/10/10,1,
144,32069,24/04/09,first bank of beverly hills,Calabasas,Los Angeles,CA,1,15,163074,126221,38113,3385,0,162379,161379,156986,695,-18870,6359,3.54,3.25,0.1,49719,0.029314949,14989.555,0.007274498,24/04/09,1,
145,34396,24/04/09,first bank of idaho,Ketchum,Blaine,ID,7,65,243215,151371,15964,11171,0,229637,207821,193652,13578,-13837,6623,3.77,3.25,0.16,48303,0.029256339,14745.933,0.009660356,24/04/09,1,
146,27573,22/10/10,first bank of jacksonville,Jacksonville,Duval,FL,3,32,93894,53481,3446,1613,0,93581,89485,49471,313,-7187,6208,3.45,3.25,0.1,51388,0.033568656,15291.035,0.006634517,22/10/10,1,
147,25231,4/9/2009,first bank of kansas city,Kansas City,Jackson,MO,5,57,173478,125722,16932,6093,0,169706,163303,145988,3772,-18729,6297,3.55,3.25,0.09,49719,0.029314949,15021.149,0.002107734,4/9/2009,1,
148,34270,31/07/09,first bankamericano,Elizabeth,Union,NJ,2,16,135688,91074,17583,2453,0,134512,134005,129792,1176,-11867,6623,3.77,3.25,0.2,48303,0.029256339,14745.933,0.009660356,31/07/09,1,
149,5287,19/11/10,first banking center,Burlington,Racine,WI,8,77,335798,269994,15427,2707,1008,324597,291173,218558,11201,-35398,6623,3.77,3.25,0.2,48303,0.029256339,14745.933,0.009660356,19/11/10,1,
150,416,8/6/2012,first capital bank,Kingfisher,Kingfisher,OK,4,30,135431,106683,447,788,0,124516,90647,80505,10915,1915,6978,3.26,3.25,0.22,46930,-0.028967515,14375.018,-0.013855197,8/6/2012,1,
151,32711,20/07/12,first cherokee state bank,Woodstock,Cherokee,GA,6,89,166456,90132,14790,2740,53,180116,170946,160583,-13660,-39930,6938,3.32,3.25,0.18,46930,-0.028967515,14355.558,-0.001353737,20/07/12,1,
152,27935,8/7/2011,first chicago bank & trust,Chicago,Cook,IL,14,517,7003321,3429348,2625116,32300,0,7165297,7060693,6853344,-161976,-786201,6785,3.47,3.25,0.15,48303,0.029256339,14541.901,0.009680557,8/7/2011,1,
153,57212,19/08/11,first choice bank,Geneva,Kane,IL,6,46,203262,141865,3402,1581,126,204940,179248,173038,-1678,-34620,6719,3.83,3.25,0.12,48303,0.029256339,14604.845,0.004328457,19/08/11,1,
154,58539,29/04/11,first choice community bank,Dallas,Paulding,GA,8,62,291196,234084,93164,9513,291,299577,294769,280423,-8381,-48415,6359,3.54,3.25,0.09,49719,0.029314949,14989.555,0.007274498,29/04/11,1,
155,57448,17/09/10,first commerce community bank,Douglasville,Douglas,GA,2,42,153208,97090,12005,5501,0,169914,164181,139704,-16707,-55341,6110,3.39,3.25,0.16,52726,0.026037207,15380.802,0.001196882,17/09/10,1,
156,35246,7/9/2012,first commercial bank,Bloomington,Hennepin,MN,1,20,71921,62992,7411,901,0,65956,64168,56814,5964,-5043,6978,3.26,3.25,0.22,46930,-0.028967515,14375.018,-0.013855197,7/9/2012,1,
157,34965,7/1/2011,first commercial bank of florida,Orlando,Orange,FL,1,9,34800,24005,4211,30,0,34099,30542,26754,701,-9199,6238,3.53,3.25,0.08,51388,0.033568656,15190.255,0.011257861,7/1/2011,1,
158,27583,17/06/11,first commercial bank of tampa bay,Tampa,Hillsborough,FL,3,93,441085,394723,55375,1546,0,421754,377506,338146,19331,-16578,6978,3.26,3.25,0.15,46930,-0.028967515,14375.018,-0.013855197,17/06/11,1,
159,12261,28/01/11,first community bank,Taos,Taos,NM,16,156,866459,520906,97895,11015,1946,839763,770899,730689,26696,-39386,6478,3.7,3.25,0.19,49719,0.029314949,14939.001,0.006301119,28/01/11,1,
160,57702,21/08/09,first coweta bank,Newnan,Coweta,GA,3,35,102913,79931,10028,1019,0,99853,94252,72872,3060,-11396,6570,3.73,3.25,0.18,48303,0.029256339,14845.458,0.006749319,21/08/09,1,
161,35038,23/10/09,first dupage bank,Westmont,Du Page,IL,6,112,419723,282477,39814,9443,4290,414958,384120,321353,4765,-38457,6238,3.53,3.25,0.07,51388,0.033568656,15190.255,0.011257861,23/10/09,1,
162,28144,19/10/12,first east side savings bank,Tamarac,Broward,FL,5,28,106595,83995,7519,1878,0,105121,91996,88273,1474,-23246,6402,3.56,3.25,0.18,49719,0.029314949,14881.301,-0.003862373,19/10/12,1,
163,28536,18/12/09,"first federal bank of california, F.S.B.",Santa Monica,Los Angeles,CA,7,81,340986,207100,33726,3229,0,345368,314250,293830,-4382,-37082,6402,3.56,3.25,0.16,49719,0.029314949,14881.301,-0.003862373, 18/12/09,1,
164,28886,16/04/10,first federal bank of north florida,Palatka,Putnam,FL,6,77,1107514,813294,353000,21051,0,1073191,962456,950501,34323,-57644,7022,3.15,5,1.81,46930,-0.028967515,14576.985,-0.021129838,16/04/10,1,
165,57647,20/05/11,first georgia banking company,Franklin,Heard,GA,1,37,190418,137444,40760,2620,0,187991,183309,171973,2427,-19199,6359,3.54,3.25,0.14,49719,0.029314949,14989.555,0.007274498,20/05/11,1,
166,34301,5/12/2008,first georgia community bank,Jackson,Butts,GA,32,617,4680881,3681516,191437,76578,35996,4311987,3716626,3494898,368894,86471,6785,3.47,3.25,0.12,48303,0.029256339,14541.901,0.009680557,5/12/2008,1,
167,16579,27/01/12,first guaranty bank and trust company of jacksonville,Jacksonville,Duval,FL,5,56,204925,152026,37446,2656,0,204379,199394,177850,546,-11116,6402,3.56,3.25,0.16,49719,0.029314949,14881.301,-0.003862373,27/01/12,1,
168,23626,27/05/11,first heritage bank,Snohomish,Snohomish,WA,2,21,95725,67639,8818,6896,0,93843,90632,88722,1882,-10859,6164,3.41,3.25,0.14,51388,0.033568656,15362.415,0.004668095,27/05/11,1,
169,57961,25/07/08,"first heritage bank, NA",Newport Beach,Orange,CA,56,843,3066240,1887601,308882,69926,0,2991462,2743485,2541255,74723,-91185,6623,3.77,3.25,0.2,48303,0.029256339,14745.933,0.009660356, 25/07/08,1,
170,12736,30/05/08,"first integrity bank, NA",Staples,Todd,MN,55,476,1994430,1063042,172558,34237,3523,1973560,1693592,1494204,20870,-333924,6297,3.55,3.25,0.1,51388,0.033568656,15021.149,0.002107734, 30/05/08,1,
171,33513,30/09/11,first international bank,Plano,Collin,TX,1,11,48861,26224,2896,3794,9,48064,47786,38456,797,-4728,6164,3.41,3.25,0.16,51388,0.033568656,15362.415,0.004668095,30/09/11,1,
172,24957,19/03/10,first lowndes bank,Fort Deposit,Lowndes,AL,5,36,184750,92738,7331,3902,0,183137,172042,150724,1613,-16359,6238,3.53,3.25,0.08,51388,0.033568656,15190.255,0.011257861,19/03/10,1,
173,34152,25/06/10,first national bank,Savannah,Chatham,GA,2,12,43077,19724,7706,3167,0,42500,42302,35061,577,-1123,6110,3.39,3.25,0.16,51388,0.033568656,15380.802,0.001196882,25/06/10,1,
174,15814,4/6/2010,first national bank,Rosedale,Bolivar,MS,4,42,240251,175763,29661,8947,33,235114,179169,158132,5137,-728,6570,3.73,3.25,0.18,49719,0.029314949,14845.458,0.006749319,4/6/2010,1,
175,4614,19/06/09,first national bank of anthony,Anthony,Harper,KS,10,84,312077,223698,21924,15623,0,301194,278832,234472,10883,-6369,6478,3.7,3.25,0.19,49719,0.029314949,14939.001,0.006301119,19/06/09,1,
176,26297,29/04/11,first national bank of central florida,Winter Park,Orange,FL,1,13,72576,60463,11786,489,0,73320,64981,61594,-744,-9396,6785,3.47,3.25,0.15,48303,0.029256339,14541.901,0.009680557,29/04/11,1,
177,3644,2/7/2009,first national bank of danville,Danville,Vermilion,IL,15,165,585445,336796,58235,23072,177,575075,514038,486342,10370,-41689,6570,3.73,3.25,0.18,49719,0.029314949,14845.458,0.006749319,2/7/2009,1,
178,4077,11/3/2011,first national bank of davis,Davis,Murray,OK,6,73,399441,253342,57043,3382,0,409536,375522,342030,-10095,-26784,6570,3.73,3.25,0.18,49719,0.029314949,14845.458,0.006749319,11/3/2011,1,
179,16480,29/01/10,first national bank of georgia,Carrollton,Carroll,GA,16,149,503643,335273,18975,16082,770,500960,394369,375293,2663,-30186,6785,3.47,3.25,0.15,48303,0.029256339,14541.901,0.009680557,29/01/10,1,
180,27011,25/07/08,first national bank of nevada,Reno,Washoe,NV,70,772,2977290,2094413,302101,99807,11932,2992721,2736201,2445936,-15431,-428811,6359,3.54,3.25,0.1,49719,0.029314949,14989.555,0.007274498,25/07/08,1,
181,35383,16/07/10,first national bank of the south,Spartanburg,Spartanburg,SC,10,120,447667,341395,37660,12098,0,442147,394701,370565,5520,-31693,6855,3.37,3.25,0.16,48303,0.029256339,14402.477,0.003268351,16/07/10,1,
182,34870,15/07/11,first peoples bank,Port St. Lucie,Saint Lucie,FL,1,1170,5681177,5060762,1158649,19599,14254,5461380,4220108,4007115,219797,-98157,6623,3.77,3.25,0.2,48303,0.029256339,14745.933,0.009660356,15/07/11,1,
183,34594,17/07/09,first piedmont bank,Winder,Barrow,GA,4,37,216500,176166,41536,5501,0,211734,209477,190831,4766,-28139,6623,3.77,3.25,0.16,48303,0.029256339,14745.933,0.009660356,17/07/09,1,
184,57523,1/8/2008,first priority bank,Bradenton,Manatee,FL,67,1512,10895336,7313339,1082880,141416,18936,10586827,7653666,6720716,308509,-837450,6785,3.47,3.25,0.12,48303,0.029256339,14541.901,0.009680557,1/8/2008,1,
185,23011,29/01/10,first regional bank,Los Angeles,Los Angeles,CA,1,22,70318,46419,3199,449,405,69758,66752,54797,560,-9539,6623,3.77,3.25,0.2,48303,0.029256339,14745.933,0.009660356,29/01/10,1,
186,26290,4/12/2009,first security national bank,Norcross,Gwinnett,GA,5,50,212839,134078,22002,6311,0,206464,205076,189532,6375,-7391,6623,3.77,3.25,0.16,48303,0.029256339,14745.933,0.009660356,4/12/2009,1,
187,58052,17/12/10,first southern bank,Batesville,Independence,AR,5,149,766359,629459,108462,13909,0,720202,626359,459885,46157,25238,6785,3.47,3.25,0.12,48303,0.029256339,14541.901,0.009680557,17/12/10,1,
188,57239,19/08/11,first southern national bank,Statesboro,Bulloch,GA,2,20,103716,56268,10684,4584,0,102664,89554,87304,1052,-9385,6297,3.55,3.25,0.07,49719,0.029314949,15021.149,0.002107734,19/08/11,1,
189,34875,4/9/2009,first state bank,Flagstaff,Coconino,AZ,4,59,244376,167346,28119,6096,0,242252,240476,226219,2124,-20138,6402,3.56,3.25,0.17,49719,0.029314949,14881.301,-0.003862373,4/9/2009,1,
190,27364,7/8/2009,first state bank,Sarasota,Sarasota,FL,1,14,67918,48637,6314,1341,0,67791,63708,50703,127,-4969,6478,3.7,3.25,0.19,49719,0.029314949,14939.001,0.006301119,7/8/2009,1,
191,58046,14/10/11,first state bank,Cranford,Union,NJ,1,22,177715,111196,14402,446,716,178692,158123,150474,-977,-32653,6297,3.55,3.25,0.07,51388,0.033568656,15021.149,0.002107734,14/10/11,1,
192,9873,31/07/09,first state bank of altus,Altus,Jackson,OK,3,23,69609,26490,5346,427,4180,68220,65179,53198,1389,-9318,6855,3.37,3.25,0.16,46930,-0.028967515,14402.477,0.003268351,31/07/09,1,
193,11710,2/7/2009,first state bank of winchester,Winchester,Scott,IL,5,53,317237,199209,74754,7815,0,309068,279308,277316,8169,-19929,6978,3.26,3.25,0.22,46930,-0.028967515,14375.018,-0.013855197,2/7/2009,1,
194,16089,22/10/10,first suburban national bank,Maywood,Cook,IL,2,19,213205,126383,7988,8682,4170,191834,170685,156596,21371,-7055,6785,3.47,3.25,0.12,48303,0.029256339,14541.901,0.009680557,22/10/10,1,
195,20685,28/09/12,first united bank,Crete,Will,IL,3,65,208204,148393,40793,7375,0,205323,191614,181836,2881,-34608,6297,3.55,3.25,0.09,49719,0.029314949,15021.149,0.002107734,28/09/12,1,
196,57885,5/11/2010,first vietnamese american bank,Westminster,Orange,CA,8,38,106075,48914,5524,4254,0,105777,105461,86091,298,-37739,6238,3.53,3.25,0.08,51388,0.033568656,15190.255,0.011257861,5/11/2010,1,
197,57017,6/2/2009,firstbank financial services,McDonough,Henry,GA,2,31,162460,132450,8760,1429,0,159982,150951,140867,2478,-17194,6164,3.41,3.25,0.16,51388,0.033568656,15362.415,0.004668095,6/2/2009,1,
198,18243,20/03/09,firstcity bank,Stockbridge,Henry,GA,4,41,463840,381322,30185,1746,0,459345,458053,456496,4495,-21060,6164,3.41,3.25,0.16,51388,0.033568656,15362.415,0.004668095,20/03/09,1,
199,57646,28/01/11,firstier bank,Louisville,Boulder,CO,1,15,105298,69695,11449,5421,0,106451,98511,95724,-1153,-17722,6855,3.37,3.25,0.16,48303,0.029256339,14402.477,0.003268351,28/01/11,1,
200,35044,23/10/09,flagship national bank,Bradenton,Manatee,FL,2,59,325474,259018,33910,2406,0,309769,307166,253396,15705,-52695,6785,3.47,3.25,0.12,48303,0.029256339,14541.901,0.009680557,23/10/09,1,
201,5672,29/01/10,florida community bank,Immokalee,Collier,FL,1,22,73922,51849,8533,1018,0,75226,72198,67382,-1303,-10916,6478,3.7,3.25,0.19,49719,0.029314949,14939.001,0.006301119,29/01/10,1,
202,35527,20/04/12,"fort lee federal savings bank, FSB",Fort Lee,Bergen,NJ,6,80,327444,270062,33075,4797,917,320009,272782,249853,7435,-5473,6785,3.47,3.25,0.12,48303,0.029256339,14541.901,0.009680557, 20/04/12,1,
203,18390,2/7/2009,founders bank,Worth,Cook,IL,6,54,156954,121213,11475,5181,896,153432,142551,117521,3522,-2778,6855,3.37,3.25,0.16,46930,-0.028967515,14402.477,0.003268351,2/7/2009,1,
204,26870,7/11/2008,"franklin bank, SSB",Houston,Harris,TX,42,384,1181717,839833,225968,24141,68,1162831,1067957,1027892,18886,-33314,6719,3.83,3.25,0.13,48303,0.029256339,14604.845,0.004328457, 7/11/08,1,
205,57930,31/10/08,freedom bank,Bradenton,Manatee,FL,40,465,1711552,1256237,109282,47740,3315,1649830,1324635,1070227,61722,11646,6978,3.26,3.25,0.22,46930,-0.028967515,14375.018,-0.013855197,31/10/08,1,
206,57558,6/3/2009,freedom bank of georgia,Commerce,Jackson,GA,4,59,363405,208580,68800,14353,0,354516,343339,334498,8889,-25802,6623,3.77,3.25,0.2,48303,0.029256339,14745.933,0.009660356,6/3/2009,1,
207,22710,30/04/10,frontier bank,Everett,Snohomish,WA,8,80,296841,179777,50386,469,0,282718,280095,255040,14123,1977,6238,3.53,3.25,0.08,51388,0.033568656,15190.255,0.011257861,30/04/10,1,
208,19450,6/11/2009,gateway bank of st. louis,St. Louis,Saint Louis City,MO,4,29,167710,115025,15331,2008,0,161348,149065,135125,5931,-6889,6938,3.32,3.25,0.18,46930,-0.028967515,14355.558,-0.001353737,6/11/2009,1,
209,29952,19/02/10,george washington savings bank,Orland Park,Cook,IL,6,107,496552,333817,14562,4537,0,473857,426473,404956,22695,-24950,6623,3.77,3.25,0.2,48303,0.029256339,14745.933,0.009660356,19/02/10,1,
210,57847,20/07/12,georgia trust bank,Buford,Gwinnett,GA,2,8,12994,6680,812,455,0,12856,12730,12601,138,138,6785,3.47,3.25,0.12,48303,0.029256339,14541.901,0.009680557,20/07/12,1,
211,57151,25/09/09,georgian bank,Atlanta,Cobb,GA,10,63,103965,73102,33138,2606,521,101231,100901,80476,2734,-12127,7022,3.15,4.56,0.97,46930,-0.028967515,14576.985,-0.021129838,25/09/09,1,
212,1056,13/07/12,glasgow savings bank,Glasgow,Howard,MO,4,36,191764,126199,1421,2015,0,172514,155803,148525,19250,101,6402,3.56,3.25,0.17,49719,0.029314949,14881.301,-0.003862373,13/07/12,1,
213,34046,2/3/2012,global commerce bank,Doraville,Dekalb,GA,3,37,260201,187763,9945,6798,0,251372,233788,225028,8828,-6072,6978,3.26,3.25,0.22,46930,-0.028967515,14375.018,-0.013855197,2/3/2012,1,
214,57315,28/05/10,"granite community bank, NA",Granite Bay,Placer,CA,3,20,104034,60768,11344,3548,0,104351,100070,96926,-317,-12550,6623,3.77,3.25,0.2,48303,0.029256339,14745.933,0.009660356, 28/05/10,1,
215,33824,17/04/09,great basin bank of nevada,Elko,Elko,NV,5,90,433011,333897,46020,917,3737,447521,352695,268417,-14510,-84041,6719,3.83,3.25,0.12,48303,0.029256339,14604.845,0.004328457,17/04/09,1,
216,32583,4/12/2009,greater atlantic bank,Reston,Fairfax,VA,7,65,611504,466165,34061,3142,165,594180,457206,422104,17324,-12842,6623,3.77,3.25,0.2,48303,0.029256339,14745.933,0.009660356,4/12/2009,1,
217,32618,21/08/09,guaranty bank,Austin,Travis,TX,19,223,1188956,894701,113937,24696,144,1177033,1049063,1022888,11838,-38576,6719,3.83,3.25,0.11,48303,0.029256339,14604.845,0.004328457,21/08/09,1,
218,20340,19/11/10,gulf state community bank,Carrabelle,Franklin,FL,4,56,282338,179079,36453,5545,686,276419,245716,222348,5919,-46024,6036,3.37,3.25,0.14,52726,0.026037207,15384.254,0.000224436,19/11/10,1,
219,58073,19/10/12,gulfsouth private bank,Destin,Okaloosa,FL,2,16,238307,119068,23733,701,0,235942,174872,174818,2365,-29750,6938,3.32,3.25,0.18,46930,-0.028967515,14355.558,-0.001353737,19/10/12,1,
220,151,18/02/11,habersham bank,Clarkesville,Habersham,GA,8,87,387681,217068,50495,16943,284,384804,339934,307692,2878,-22875,6359,3.54,3.25,0.14,49719,0.029314949,14989.555,0.007274498,18/02/11,1,
221,57766,27/04/12,harvest bank of maryland,Gaithersburg,Montgomery,MD,8,87,199508,134162,17366,8705,0,200450,180691,152555,-942,-14125,6855,3.37,3.25,0.16,48303,0.029256339,14402.477,0.003268351,27/04/12,1,
222,35379,12/12/2008,haven trust bank,Duluth,Gwinnett,GA,34,375,1795420,1349258,227586,74921,347,1777075,1684443,1587584,18345,-16477,6719,3.83,3.25,0.11,48303,0.029256339,14604.845,0.004328457,12/12/2008,1,
223,58308,24/09/10,haven trust bank florida,Ponte Vedra Beach,Saint Johns,FL,1,12,38217,30721,1282,585,774,34056,32012,28068,4161,-1006,6978,3.26,3.61,0.16,46930,-0.028967515,14375.018,-0.013855197,24/09/10,1,
